title,company,location,salary_min,salary_max,category,description,created,redirect_url
Apprentice,Halma plc,"Bangalore, Karnataka",,,"PR, Advertising & Marketing Jobs","Position Objective If you are a recent graduate with a keen interest in branding, communications, and marketing, this role may be for you. We are looking for an Apprentice/Trainee to join our Corporate Communications team at the Halma India head office. This role involves working closely with differ",2026-05-21T17:37:59Z,https://www.adzuna.in/land/ad/5736371391?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A47A2C97C41573BB4C7DB5468381D1AB36CEF01E
Data Scientist,Tiger Analytics,"Bangalore, Karnataka",,,IT Jobs,"Job Title : Senior Engineer / Lead – DSGen AI Location : Chennai, Bangalore, Hyderabad Skills : Immediate Who we areTiger Analytics is a global leader in AI and analytics, helping Fortune 1000 companies solve their toughest challenges. We offer full-stack AI and analytics services & solutions to emp",2026-06-08T18:03:30Z,https://www.adzuna.in/land/ad/5756270001?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=4B19C3B33D4882AE720C97B9171EC5401A158D2B
Service Desk Specialist,ITC Infotech,India,,,IT Jobs,We are looking with Excellent Communication skills and who can work on rotational shift Responsibilities: Hands-on knowledge of Office 365 accounts and services Hands-on knowledge of Ticketing tools: Jira Service now Attending Day-to-Day Calls to the Users Troubleshooting Hardware Software Possess s,2026-05-29T08:19:22Z,https://www.adzuna.in/land/ad/5744178846?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=C8097CC3AA86626FC124914C1ED4E03F8F3B0837
Senior Informatica CAI Developer - Immediate Joiners,LumenData,India,,,IT Jobs,"Job Title: Senior Informatica CAI Developer Location: Bangalore (Hybrid)/Remote Employment Type: Full-time About LumenData LumenData is a leading provider of data management, cloud integration, and analytics services . We partner with enterprises to modernize their data ecosystems and accelerate dig",2026-05-29T08:19:08Z,https://www.adzuna.in/land/ad/5744178765?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=42042F774F1C2C29CE928F1C8517467DE5F958B1
Cargo Customer services executive (Airlines GSSA),Aeroprime Group,India,,,Logistics & Warehouse Jobs,"About the Company At Aeroprime Group, we pride ourselves on delivering world-class Cargo General Sales and Service Agent (GSSA) solutions. We connect airlines with global markets, ensuring seamless logistics, exceptional service, and operational excellence. About the Role We are expanding our team a",2026-06-08T17:55:50Z,https://www.adzuna.in/land/ad/5756250882?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=1BF227E83EB79F65D132735652BAB1B7FD9A13FA
Scriptwriting Intern,BabyBillion,"Bangalore, Karnataka",,,Creative & Design Jobs,"Stipend — ₹10,000 per month Duration — 4–6 Months About BabyBillion BabyBillion is India's No. 1 kids' YouTube channel and entertainment brand, now expanding into a dedicated mobile app. Our mission is to create safe, fun, and high-quality digital content that inspires creativity and learning. You'l",2026-06-06T07:44:26Z,https://www.adzuna.in/land/ad/5753862155?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=56843C9546E516D9220131073C213DA6654839A8
Assistant Professor of International Relations,CHANDIGARH UNIVERSITY,India,,,Teaching Jobs,"Key Responsibilities and Duties: Academic Leadership & Administration: Defines the department's vision, manages faculty performance, oversees curriculum development for undergraduate/graduate programs, and ensures high-quality teaching. International Collaborations & Partnerships: Develops, negotiat",2026-06-03T16:36:16Z,https://www.adzuna.in/land/ad/5750487868?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=637A9C8E329C8215E3B2A9401FD72FC3B75C709B
Fusion SCM Functional consultant,Relevance Lab,"Bangalore, Karnataka",,,IT Jobs,"We are looking for an experienced Oracle Fusion Cloud SCM Functional Consultant who is highly skilled in working directly with business users, gathering feedback, coaching teams, and driving user adoption. This role requires exceptional communication skills and the ability to serve as the primary li",2026-05-29T08:21:55Z,https://www.adzuna.in/land/ad/5744180933?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=5C7A88DF5E456421760AC749D86BF7BB41072F3F
Program Management Specialist,Varahe Analytics Private Limited,"Noida, Ghaziabad",,,Consultancy Jobs,"Location: Noida; with travel as required for projects and programme-related activities across India About Varahe Analytics: Varahe Analytics is one of India’s premier integrated political consulting firms, specializing in building data-driven 360-degree election management. We help our clients with ",2026-06-07T17:44:25Z,https://www.adzuna.in/land/ad/5755465504?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A88300047B9FD54F68BE48622C2D54ADC6263D42
Sap Sales Distribution Consultant,Tata Consultancy Services,"Hyderabad, Telangana",,,IT Jobs,"Greetings from TCS! Direct Walk-In Opportunity – 4 Years experience required  Location: Deccan Park, Plot No.1, Hitech City Main Rd, Software Units Layout, HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081.  Date: 06th June 2026 ⏰ Time: 08:30 AM - 12:00 PM Job Title: Sap Sales Distribution ",2026-06-03T16:37:54Z,https://www.adzuna.in/land/ad/5750488614?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=8FFA2BA9B5AFDC837CEE9D51A83E597E6F38C135
Analyst - Credit Abuse,bluCognition,India,,,Accounting & Finance Jobs,"Summary Analyst / Sr. Analyst in the Credit Abuse Operations process for a premier US-based Telecom client, renowned as an industry leader and one of the most esteemed companies in the telecommunications sector. You will be responsible for manually reviewing credit abuse / fraud suspect cases, lever",2026-05-06T16:21:25Z,https://www.adzuna.in/land/ad/5720304391?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=B8F7D975B207325A9E407527746DEA7F355D7A2C
IBM DataStage Administrator,PineQ Lab Technology,India,,,IT Jobs,"Location: Bangalore Experience: 4 6 Years Detailed JD Job Summary We are seeking an experienced IBM DataStage Administrator to manage, support, and optimize enterprise ETL environments. The ideal candidate should have strong expertise in IBM InfoSphere DataStage Administration, Project Administratio",2026-06-13T10:48:58Z,https://www.adzuna.in/land/ad/5762123357?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=D82E47132B6008249E86AA87320CFAD738F44C42
SAP APO Consultant,LTM,"Delhi, India",,,IT Jobs,"Job Title: SAP APO Technical Lead Experience: 8 – 12 Years Work Mode: 5 Days Work From Office Job Summary We are looking for a skilled SAP APO Technical Lead to drive implementation, enhancements, and support of SAP APO solutions across supply chain planning functions. The role demands strong techni",2026-05-23T17:57:54Z,https://www.adzuna.in/land/ad/5738798311?se=qjlGWo1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=3AF7806F4880699CBFD5EB91EBFCB698807457A9
Industrial Designer – Drone & Consumer Hardware,Not Drones Innovations Pvt. Ltd.,"Ahmedabad, Gujarat",,,Engineering Jobs,"Job type: Full time Work experience: 2-3 years Location: On-site Key skills: SolidWorks, Rhino, Blender, Key shot or similar About the Role [This is a physical product design role. We do not work on digital interfaces, apps, or screens. If your portfolio is primarily UI/UX, this role is not for you.",2026-06-14T14:45:51Z,https://www.adzuna.in/land/ad/5763490658?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=F34DF39173D063A041860E6B37FA8B27BE09390C
AWS Data Engineer,Tata Consultancy Services,India,,,IT Jobs,"Dear Professionals, Greetings from Tata Consultancy Services (TCS) Job Title : AWS data engineer Experience : 6-10 Years Location: Hyderabad/Bangalore/ Chennai/ Pune/ Delhi Mode of work : Work from Office Mode of Interview : Virtual Core Responsibilitie sPipeline Development : Build, test, and deplo",2026-06-04T16:46:25Z,https://www.adzuna.in/land/ad/5751932313?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=2EEB0766FE49334599EFFC2DDEB8DF061EDBF46B
Principal DFT Design Engineer,Cadence System Design and Analysis,"Bangalore, Karnataka",,,Engineering Jobs,"Experience: 8-12 years Location - Bangalore/Pune Responsibilities: · Complete DFT ownership of projects including: Test architecture definition. Identifying and implementing RTL changes for DFT. Performing scan insertion, LEC checks, low power CLP checks. Developing timing constraints for test mode ",2026-06-02T16:36:01Z,https://www.adzuna.in/land/ad/5749038924?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=F9118CB63AC1376B79D31DF8380CE702CC3B1F1A
Incubation Manager,Jaypee Institute of Information Technology,"Noida, Ghaziabad",,,IT Jobs,"Position: Incubation Manager – RIDE, JIIT Minimum Qualification: * Master’s Degree in Management, Entrepreneurship, Innovation, Technology Management, Engineering, or related disciplines (MBA preferred). Minimum Experience: * 3–5 years of relevant experience in an Incubation Centre, Startup Ecosyste",2026-06-13T10:50:16Z,https://www.adzuna.in/land/ad/5762127514?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=E1A2F9FC8A547D65D1A32F7DFBDE906FFBF842C7
AI Engineer,GoML,India,,,IT Jobs,"Build the Future of Generative AI with goML At goML, we’re building the next generation of Machine Learning platforms and Generative AI services that solve real-world enterprise problems. We work at the intersection of cutting-edge research and production-grade engineering—turning ideas into scalabl",2026-05-30T08:29:56Z,https://www.adzuna.in/land/ad/5745167435?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=2EE91B3EC959FCFEF3D10E6C60256695958457D4
Walkin Drive For Consumer Underwriting (Domain Lead) on 11th June,Infosys BPM,"Bangalore, Karnataka",,,Accounting & Finance Jobs,"Job description Greetings from Infosys BPM Ltd., We are hiring for Walkin Drive for Domain lead for the Consumer Underwriting Domain for Bangalore. Please walk-in for the interview on 11th June 2026 in Bangalore. Note: Please carry copy of this email to the venue and make sure you register your appl",2026-06-07T07:49:02Z,https://www.adzuna.in/land/ad/5754998082?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=395FB0756A2F962C3453AC57CF4490D5C0FA3EF8
Manufacturing Quality Engineer,Posha,"Bangalore, Karnataka",,,Engineering Jobs,"Posha is building robot kitchens for the future. Our first product, the Posha Countertop was recognized as one of TIME’s Best Inventions of 2025 and received rave reviews from The Verge and WIRED for bringing robotics and AI into everyday kitchens. We’re a fast-growing Series A–funded startup backed",2026-06-01T10:27:29Z,https://www.adzuna.in/land/ad/5747049483?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=45042A29862955F042B8EB36294BA7722456275E
Manager - New Partnerships,Titan Email,"Mumbai, Maharashtra",,,Sales Jobs,"About Titan At Titan, we’re redefining email for entrepreneurs, innovators, and creators—transforming it into a powerful tool for business growth. Built by a team that deeply cares about helping businesses succeed, Titan is more than just an email platform. Founded by Bhavin Turakhia, who also found",2026-06-05T17:22:04Z,https://www.adzuna.in/land/ad/5753194527?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=522E8AE3691BD7E8A7898587314E9E5F341BD8C8
Real Estate Agent,Squareyards Consulting Private Limited,"Mumbai, Maharashtra",,,Sales Jobs,"Hiring: Closing Manager – Real Estate Sales  Location: Andheri East, Mumbai  Territory: Western Line, Mumbai  CTC: ₹4 LPA – ₹7 LPA  Attractive Incentives (No Incentive Capping) About the Role We are looking for a dynamic and result-oriented Closing Manager to join our real estate sales team. The ide",2026-06-08T17:59:15Z,https://www.adzuna.in/land/ad/5756257802?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=70E9E2B44E1B0E9FDF5DD81BE3C60C7ED93CF62A
Product & Engineering Operations Manager,Mindtickle,India,,,IT Jobs,Who we are Mindtickle is the leading AI-powered revenue enablement platform that combines on-the-job learning and deal execution to drive behavior change and get more revenue per rep. Mindtickle is recognized as a market leader by top industry analysts and is ranked by G2 as the 1 sales onboarding a,2026-05-29T08:19:00Z,https://www.adzuna.in/land/ad/5744178713?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=003BBA5543C9C4790C882FA36FA8A748EAF1C5E6
Project Manager,AVASO Technology Solutions,"Bangalore, Karnataka",,,IT Jobs,"WE ARE HIRING AVASO Technology Solutions is currently seeking a Project Manager. As an AVASO employee, you will be part of a global organization that provides IT Services to big national as well as international clients across multiple industries. We are an IT solution provider with coverage in more",2026-05-28T18:18:49Z,https://www.adzuna.in/land/ad/5743506788?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=C8859F1F745DB169E8118166147BD75C6C183592
Windchill Migration Consultant,Birlasoft,India,,,IT Jobs,"About Birlasoft: Birlasoft, a global leader at the forefront of Cloud, AI, and Digital technologies, seamlessly blends domain expertise with enterprise solutions. The company’s consultative and design-thinking approach empowers societies worldwide, enhancing the efficiency and productivity of busine",2026-06-13T18:43:09Z,https://www.adzuna.in/land/ad/5762607889?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A285A35743CCFDB0F4BB33FC39F1F17FB66ADA63
Systems Integration Engineer/QA,Tata Electronics,"Kolar, Karnataka",,,Engineering Jobs,"Technical Skills: Strong background in electronics hardware and embedded firmware systems, with hands-on experience in validating integrated hardware-software products. Familiar with the full product validation cycle (e.g., EVT, DVT, PVT stages) and associated test processes. Proficient in functiona",2026-06-08T18:03:44Z,https://www.adzuna.in/land/ad/5756270654?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=5C8B861AC8099C506544938A053963A49B3F1978
Staff AI Scientist,Uniphore,"Bangalore, Karnataka",,,IT Jobs,"About Uniphore: Uniphore is The Business AI Company. We enable businesses to rapidly adopt, significantly transform, and immediately unlock value through AI, by providing a platform that allows business users to effortlessly harness agentic AI, tapping into enterprise knowledge that is grounded in t",2026-06-06T07:40:38Z,https://www.adzuna.in/land/ad/5753855016?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=531F6C0C7FF0F0BEDEB113AB61CB85B89C9B90B6
Remote Technical Content Writer,Turing,"Kolkata, West Bengal",,,IT Jobs,"About Turing: Based in San Francisco, California, Turing is the world’s leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems. Turing supports customers in two ways: first, by accelerating frontier research with high-quality data",2026-06-13T10:48:42Z,https://www.adzuna.in/land/ad/5762122063?se=yhbUW41p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=12535F63E23F44E673BE1B94F83032C3E024DF3C
